item_id;definition;language;form;type;category;lexical_category;lexical_class;uni_lemma;complexity_category ;num_item_id
item_67;A. Jechałem(-am) do przedszkola i śpiewałem(-am) piosenkę.%B. Jechałem(-am) do przedszkola. Śpiewałem(-am) piosenkę.;Polish;CDI4;alternatives;grupa4;;;;;
item_68;"Czy Twoje dziecko opowiada o tym, co ktoś powiedział, mówiąc ""... powiedział(a), że...""?";Polish;CDI3;yesNo;wprost;;;;;
item_69;"Czy Twoje dziecko używa słów ""która"", ""które"" (""co"") itp., żeby połączyć dwa zdania, np. ""Jem ciasto, które zrobiła mama""?";Polish;CDI3;yesNo;wprost;;;;;
item_70;"Czy Twoje dziecko używa słów ""żebym"", ""żebyś"", ""abym"", ""abyś"" itp. w zdaniach takich jak: ""Chcę, żebyś narysowała misia"", ""Zapal światło, abym mógł widzieć""?";Polish;CDI3;yesNo;wprost;;;;;
item_71;"Czy Twoje dziecko używa słów ""mogę"" albo ""musimy"" itp. w zdaniach takich jak ""Mogę zjeść"", ""Musimy iść""?";Polish;CDI3;yesNo;wprost;;;;;
item_72;"Czy Twoje dziecko używa słów ""będę"", ""będą"", ""będziemy"" itp. w zdaniach takich jak ""Oni będą jechać do babci"", ""Kasia będzie śpiewać piosenkę""?";Polish;CDI3;yesNo;wprost;;;;;
item_73;"Czy Twoje dziecko dodaje ""-bym"", ""-byś"", ""-byście"" itp. do czasowników., np. ""Chciałbym cukierka""?";Polish;CDI3;yesNo;wprost;;;;;
item_74;"Czy Twoje dziecko używa słowa ""jeśli"" (""jeżeli""), żeby połączyć dwa zdania, np. ""Pójdę na spacer, jeśli będzie ciepło""?";Polish;CDI3;yesNo;wprost;;;;;
item_75;"Czy Twoje dziecko używa słowa ""bo"" (""ponieważ""), żeby połączyć dwa zdania, np. ""Nie wyjdziemy, bo pada deszcz""?";Polish;CDI3;yesNo;wprost;;;;;
item_76;"Czy Twoje dziecko używa form rzeczowników odpowiadających na pytania ""kim? czym?"", zakończonych na ""-ami"", np. ""lalkami"", ""samochodami"", ""płatkami""?";Polish;CDI3;yesNo;wprost;;;;;
item_77;"Czy Twoje dziecko używa form rzeczowników odpowiadających na pytania ""o/na/w kim? czym?"", zakończonych na ""-ach"", np. ""o zabawkach"", ""na drzewach""?";Polish;CDI3;yesNo;wprost;;;;;
item_78;"Czy Twoje dziecko używa słowa ""więc"", żeby połączyć dwa zdania, np. ""Jest ładna pogoda, więc pójdziemy na spacer""?";Polish;CDI3;yesNo;wprost;;;;;49
item_79;"Czy Twoje dziecko używa form rzeczowników odpowiadających na pytania ""o/na/w kim? czym?"", zakończonych na ""-u"", np. ""w kubku"", ""na łóżku""?";Polish;CDI3;yesNo;wprost;;;;;50
item_80;"Czy Twoje dziecko używa słowa ""ale"", żeby połączyć dwa zdania, np. ""Szukam misia, ale nie mogę go znaleźć""?";Polish;CDI3;yesNo;wprost;;;;;51
item_81;"Czy Twoje dziecko używa form czasowników zakończonych na ""-ąc"", np. ""wracając"", ""rozmawiając"", ""jadąc""?";Polish;CDI3;yesNo;wprost;;;;;52
item_82;"Czy Twoje dziecko używa słowa ""i"", żeby połączyć dwa zdania, np. ""Jem kanapkę i piję soczek""?";Polish;CDI3;yesNo;wprost;;;;;53
item_83;"Czy Twoje dziecko używa form rzeczowników odpowiadających na pytania ""kim? czym?"", zakończonych na ""-em"", np. ""panem"", ""serem""?";Polish;CDI3;yesNo;wprost;;;;;54
item_84;"Czy Twoje dziecko używa słowa ""żeby"" (""aby"") w zdaniach takich jak ""Myję nogi, żeby były czyste""?";Polish;CDI3;yesNo;wprost;;;;;55
item_85;"Czy Twoje dziecko używa słowa ""jak"" i/lub ""kiedy"", by łączyć dwa zdania, np. ""Jak wrócę do domu, to zjem obiad""?";Polish;CDI3;yesNo;wprost;;;;;56
;;;;;;;;;;57
;;;;;;;;;;58
